name	sex	total	realFreq	cinemaFreq	ratio	
Alicia	F	224811	0.0645784976815946	0.0729265281954699	0.46964463494833	False
Caroline	F	224389	0.0644572752946934	0.0940016257932433	0.40677598324958	False
Lucille	F	223288	0.0641410055127547	0.0239743173731285	0.727921131218264	True
Michele	F	223047	0.0640717766140741	0.0105933030253358	0.858122390326302	True
Ian	M	222202	0.0638290445834309	0.0817356959744333	0.438492483405058	False
Leah	F	221422	0.0636049842474524	0.0333410274165833	0.656086652309887	True
Ricky	M	220475	0.0633329520190274	0.059880039206372	0.51401196731901	True
Suzanne	F	218824	0.0628586909745397	0.0544161250143567	0.535994795169759	True
Kristen	F	217598	0.0625065140874762	0.0182873862753166	0.773653874943531	True
Veronica	F	217360	0.0624381469593187	0.0665705463802684	0.483984027300889	False
Mia	F	216490	0.0621882335076505	0.0590994800360841	0.512733167199383	True
Anita	F	213834	0.0614252793379598	0.0785019508403835	0.438980170333327	False
Morgan	F	212458	0.0610300139247466	0.0272080625071784	0.691651681367179	True
Wesley	M	212355	0.0610004264701239	0.0223016905796544	0.732279426147985	True
Joanne	F	211303	0.060698232273394	0.0325604682462954	0.650858653778679	True
Dolores	F	210973	0.0606034375158647	0.0453839403295967	0.571798630627787	True
Troy	M	210669	0.0605161114362013	0.0362402471919384	0.625448418008172	True
Geraldine	F	210399	0.0604385520891318	0.0113738621956237	0.841617047568916	True
Eddie	M	209368	0.0601423902860629	0.208632315372667	0.223765067991283	False
Lorraine	F	208530	0.0599016690533066	0.0284346554890593	0.678109139854216	True
Rhonda	F	207935	0.0597307512329128	0.0215211314093665	0.735130673782468	True
Jill	F	207900	0.0597206972434779	0.0875341355251435	0.405560185160889	False
Isaiah	M	207627	0.0596422761258854	0.00702503253259113	0.894625526754365	True
Bertha	F	207614	0.0596385417869525	0.0183988947282149	0.764229893371255	True
Juanita	F	207107	0.0594929025685665	0.0141615735180805	0.807729627980507	True
Vivian	F	204862	0.0588480109605261	0.0450494149709019	0.566404898224963	True
Dustin	M	204843	0.0588425530805471	0.0109278283840307	0.843374392476574	True
Mike	M	204377	0.0587086913926421	0.433210339509787	0.119346249493419	False
Connor	M	204068	0.0586199290287737	0.0277656047716697	0.678585018229902	True
Darlene	F	204022	0.0586067152140878	0.0148306242354702	0.798050632734906	True
Sally	F	203683	0.0585093351449895	0.170273407575661	0.255741908018084	False
Chloe	F	203414	0.058432063054761	0.0727035112896733	0.44558513848642	False
Julian	M	203284	0.0583947196654313	0.0631137843404219	0.480581339908673	False
Ray	M	202082	0.0580494369425517	0.157226918586563	0.269650778878505	False
Gail	F	201598	0.0579104046315087	0.0325604682462954	0.640099987868209	True
Jayden	M	200865	0.0576998453670572	0.00234167751086371	0.960999032026138	True
Calvin	M	200150	0.0574944567257436	0.0383589077970055	0.599816782770294	True
Holly	F	199855	0.0574097159576492	0.0631137843404219	0.476336281436128	False
Jared	M	199382	0.0572738434718572	0.0304418076412282	0.652948963441179	True
Bernard	M	198918	0.0571405562976341	0.0739301042715543	0.435952302746435	False
Oscar	M	198838	0.0571175757503543	0.0739301042715543	0.435853391229859	False
Leroy	M	198829	0.0571149904387853	0.0175068271050287	0.765392646798644	True
Lucy	F	198222	0.0569406255362995	0.171165475198847	0.249623422402074	False
Leo	M	198092	0.0569032821469698	0.129238296909097	0.305698933228831	False
Randall	M	197273	0.0566680187941925	0.0243088427318233	0.699805076737711	True
Aiden	M	195093	0.0560417988808169	0.0117083875543186	0.827182947082687	True
Liam	M	192669	0.0553454882982378	0.0398085176846831	0.581641179754132	True
June	F	192047	0.0551668145431371	0.058653446224491	0.484683607040437	False
Dana	F	191498	0.0550091105374292	0.0535240573911705	0.50684147148103	True
